Site instance,Site name,Tree,Country,County,Other info,Grid reference,Map link,Longitude,Latitude,Elevation (ft),Station No.,Normal Month Values,-999 Month Values,Totals,Start Month,End Month,Active Years,% Complete,% Active Complete,Min Monthly Value,Min Month Date,Max Monthly Value,Max Month Date,Min Total,Min Total Year,Max Total,Max Total Year,Avg Total,10th pctile Total,50th pctile Total,90th pctile Total,Decades Graphic,Yearly Graphic,1800-1809,1810-1819,1820-1829,1830-1839,1840-1849,1850-1859,1860-1869,1870-1879,1880-1889,1890-1899,1900-1909,1910-1919,1920-1930,1931-1940,1941-1950,1951-1960,Sheet 1,Sheet 2,Sheet 3,Sheet 4
ACHNAHAIRD,ACHNAHAIRD,LEFTOVER,Scotland,Ross and Cromarty,1 sheet : observer D.A.Lawson Esq. J.Urquhart : Mis transcribed,NC 015131,"https://maps.nls.uk/geo/explore/#zoom=16&lat=58.062&lon=-5.366&layers=6&b=1&marker=58.062,-5.366",-5.366,58.062,30,,35,0,2,1903/01,1905/11,3,100.0,97.2,0.34,1905/05,6.65,1903/02,20.53,1904,30.5,1903,25.5,21.5,25.5,29.5,[.|..........|*.....],[###],-,-,-,-,-,-,-,-,-,-,[...###....],-,-,-,-,-,TYRain_1900-1909_30_pt1-083,-,-,-
ACHTERNEED-HORSEHILL,ACHTERNEED-HORSEHILL,LEFTOVER,Scotland,Ross and Cromarty,"1 sheet : observer J. Dalling for G. Wotherspoon, Esq : Med: OSGR based on Stn & Church distances The correction of the name comes from BR 1906",NH 487660,"https://maps.nls.uk/geo/explore/#zoom=16&lat=57.658&lon=-4.538&layers=6&b=1&marker=57.658,-4.538",-4.538,57.658,1800,,32,0,2,1904/11,1907/12,4,84.2,66.7,0.6,1906/02,5.5,1906/08,32.8,1906,35.47,1907,34.1,33.1,34.1,35.2,[.|..........|*.....],[26##],-,-,-,-,-,-,-,-,-,-,[....26##..],-,-,-,-,-,TYRain_1900-1909_30_pt1-074,-,-,-
ACKWORTH-FLOUNDERS-INSTITUTE,ACKWORTH-FLOUNDERS-INSTITUTE,LEFTOVER,England,Yorkshire West Riding,"1 sheet : NGR is the North Midlands Inebriate Reformatory, formerly the Flounders Institute. Altitudes match",SE 434167,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.645&lon=-1.345&layers=6&b=1&marker=53.645,-1.345",-1.345,53.645,170,,22,0,1,1891/02,1892/12,2,95.7,91.7,0.06,1891/02,5.47,1892/10,25.76,1892,25.76,1892,25.8,25.8,25.8,25.8,[.|.........*|......],[##],-,-,-,-,-,-,-,-,-,[.##.......],-,-,-,-,-,-,TYRain_1890-1899_17_pt1-037,-,-,-
ACRISE-GREAT-SHUTTLESFIELD,ACRISE-GREAT-SHUTTLESFIELD,LEFTOVER,England,Kent,2 sheets,TR 183411,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.128&lon=1.118&layers=6&b=1&marker=51.128,1.118",1.118,51.128,,,36,0,8,1895/01,1902/12,8,37.5,37.5,0.6,1901/01,6.38,1901/12,23.54,1898,35.88,1900,29.0,24.9,27.7,34.9,[.|.........*|*.....],[TTTTT###],-,-,-,-,-,-,-,-,-,[.....TTTTT],[###.......],-,-,-,-,-,TYRain_1890-1899_03_pt1-040,TYRain_1900-1909_03_pt1-124,-,-
ACTON-BURNELL,ACTON-BURNELL,LEFTOVER,England,Shropshire,1 sheet : NGR is from 1950s record. Altitudes match,SJ 534021,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.615&lon=-2.69&layers=193&b=1&marker=52.615,-2.69",-2.690,52.615,390,[2285/4/5],9,0,0,1960/03,1960/11,1,100.0,75.0,1.46,1960/03,6.33,1960/10,,,,,,,,,[.|..........|.....*],[9],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.........9],TYRain_1951-1960_13_pt1-186,-,-,-
ACTON-CENTRAL-SCHOOL,ACTON-CENTRAL-SCHOOL,LEFTOVER,England,Middlesex,1 sheet,-,,,,,,34,0,2,1933/11,1936/12,4,89.5,70.8,0.19,1934/02,4.75,1934/12,19.77,1934,23.38,1935,21.6,20.1,21.6,23.0,[.|..........|...*..],[2##8],-,-,-,-,-,-,-,-,-,-,-,-,-,[..2##8....],-,-,TYRain_1931-1940_06_pt1-136,-,-,-
ACTON-SCOTT-CHURCH-STRETTON,ACTON-SCOTT-CHURCH-STRETTON,LEFTOVER,England,Shropshire,"1 sheet : NGR is centre of  small village and close to Acton Scott Hall, there are no clues on the sheet about the location. The altitude is from the OS map.",SO 455895,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.501&lon=-2.804&layers=6&b=1&marker=52.501,-2.804",-2.804,52.501,650,,13,0,1,1852/01,1853/01,2,100.0,54.2,0.1,1852/03,7.45,1852/11,39.15,1852,39.15,1852,39.1,39.1,39.1,39.1,[.|.....*....|......],[#1],-,-,-,-,-,[..#1......],-,-,-,-,-,-,-,-,-,-,TYRain_1850-1859_F_pt1-013,-,-,-
ADEL,ADEL,LEFTOVER,England,Yorkshire West Riding,1 sheet,-,,,,,,18,0,1,1868/01,1869/06,2,100.0,75.0,0.36,1868/06,7.69,1868/12,32.06,1868,32.06,1868,32.1,32.1,32.1,32.1,[.|......*...|......],[#6],-,-,-,-,-,-,[........#6],-,-,-,-,-,-,-,-,-,TYRain_1860-1869_05_pt1-108,-,-,-
ADISHAM-RECTORY,ADISHAM-RECTORY,LEFTOVER,England,Kent,1 sheet,TR 233549,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.25&lon=1.198&layers=6&b=1&marker=51.25,1.198",1.198,51.250,,,10,0,0,1911/01,1911/10,1,100.0,83.3,0.36,1911/07,5.82,1911/10,,,,,,,,,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[.#........],-,-,-,-,TYRain_1910-1919_03_pt1-058,-,-,-
ADMIRALTY-ARCH-CHARING-CROSS,ADMIRALTY-ARCH-CHARING-CROSS,LEFTOVER,England,London County,1 sheet,-,,,,,,12,0,1,1919/01,1919/12,1,100.0,100.0,0.28,1919/05,3.3,1919/03,20.89,1919,20.89,1919,20.9,20.9,20.9,20.9,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[.........#],-,-,-,-,TYRain_1910-1919_01_pt1-086,-,-,-
AIRDRIE-ROSEMOUNT,AIRDRIE-ROSEMOUNT,LEFTOVER,Scotland,Lanarkshire,1 sheet : observer A.B.Motherwell Esq.,NS 7745465585,"https://maps.nls.uk/geo/explore/#zoom=16&lat=55.868&lon=-3.96&layers=6&b=1&marker=55.868,-3.96",-3.960,55.868,550,,84,0,7,1912/01,1918/12,7,100.0,100.0,0.54,1918/04,7.56,1917/11,34.23,1915,52.81,1916,40.4,35.6,39.0,45.6,[.|..........|.*....],[#######],-,-,-,-,-,-,-,-,-,-,-,[..#######.],-,-,-,-,TYRain_1910-1919_26_pt1-059,-,-,-
ALBURY,ALBURY,LEFTOVER,England,Surrey,1 sheet : observer Rev Clutterbuck,TQ 047478,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.22&lon=-0.502&layers=6&b=1&marker=51.22,-0.502",-0.502,51.220,,,36,0,3,1872/01,1874/12,3,100.0,100.0,0.54,1873/12,6.54,1872/01,26.47,1873,38.52,1872,32.3,27.5,31.8,37.2,[.|.......*..|......],[###],-,-,-,-,-,-,-,[..###.....],-,-,-,-,-,-,-,-,TYRain_1870-1879_01_pt2-097,-,-,-
ALBURY-LOCKNER-HOLT-FARM-CHILWORTH,ALBURY-LOCKNER-HOLT-FARM-CHILWORTH,LEFTOVER,England,Surrey,1 sheet : NGR located near the Observatory marked on an OS 1913 map,TQ 039472,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.215&lon=-0.514&layers=6&b=1&marker=51.215,-0.514",-0.514,51.215,,,36,0,3,1911/01,1914/12,3,75.0,100.0,0.18,1912/04,9.46,1914/12,28.79,1911,37.27,1912,33.2,29.8,33.7,36.6,[.|..........|.*....],[##.#],-,-,-,-,-,-,-,-,-,-,-,[.##.#.....],-,-,-,-,TYRain_1910-1919_2A_pt1-275,-,-,-
ALBURY-WESTON-LODGE,ALBURY-WESTON-LODGE,LEFTOVER,England,Surrey,1 sheet,TQ 052478,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.22&lon=-0.495&layers=6&b=1&marker=51.22,-0.495",-0.495,51.220,,,27,0,2,1911/10,1913/12,3,100.0,75.0,0.04,1912/04,8.23,1911/12,29.48,1913,37.01,1912,33.2,30.2,33.2,36.3,[.|..........|.*....],[3##],-,-,-,-,-,-,-,-,-,-,-,[.3##......],-,-,-,-,TYRain_1910-1919_2A_pt1-278,-,-,-
ALCESTER-KINWARTON-RECTORY,ALCESTER-KINWARTON-RECTORY,LEFTOVER,England,Warwickshire,"1 sheet : Rev Philpott, no elevation/directions",SP 105583,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.223&lon=-1.848&layers=6&b=1&marker=52.223,-1.848",-1.848,52.223,,,15,0,0,1873/10,1875/10,3,60.0,41.7,0.69,1874/04,7.89,1875/10,,,,,,,,,[.|.......*..|......],[3#2],-,-,-,-,-,-,-,[...3#2....],-,-,-,-,-,-,-,-,TYRain_1870-1879_06_pt2-042,-,-,-
ALCESTER-STUDLEY,ALCESTER-STUDLEY,LEFTOVER,England,Warwickshire,1 sheet : 350? James Bourne,-,,,,350?,,24,0,2,1870/01,1871/12,2,100.0,100.0,0.77,1870/05,5.29,1871/09,22.03,1870,30.03,1871,26.0,22.8,26.0,29.2,[.|.......*..|......],[##],-,-,-,-,-,-,-,[##........],-,-,-,-,-,-,-,-,TYRain_1870-1879_06_pt2-053,-,-,-
ALDBURGH,ALDBURGH,LEFTOVER,England,Yorkshire North Riding,1 sheet : observer Miss J.A.Greenwood,SE 235791,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.207&lon=-1.641&layers=6&b=1&marker=54.207,-1.641",-1.641,54.207,250,,36,0,3,1892/01,1894/12,3,100.0,100.0,0.49,1892/12,6.96,1892/10,23.88,1893,36.54,1894,29.6,24.8,28.5,34.9,[.|.........*|......],[###],-,-,-,-,-,-,-,-,-,[..###.....],-,-,-,-,-,-,TYRain_1890-1899_17_pt1-158,-,-,-
ALDEBY-VICARAGE,ALDEBY-VICARAGE,LEFTOVER,England,Norfolk,1 sheet : observer Muir,TM 451935,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.484&lon=1.608&layers=6&b=1&marker=52.484,1.608",1.608,52.484,9,,26,0,2,1920/01,1922/02,3,100.0,72.2,0.27,1921/02,3.91,1922/01,13.18,1921,18.48,1920,15.8,13.7,15.8,17.9,[.|..........|..*...],[##2],-,-,-,-,-,-,-,-,-,-,-,-,[##2........],-,-,-,TYRain_1920-1930_09_pt1-113,-,-,-
ALDERBROOK-CRANLEIGH,ALDERBROOK-CRANLEIGH,LEFTOVER,England,Surrey,1 sheet,-,,,,,,36,0,3,1880/01,1882/12,3,100.0,100.0,0.32,1880/05,6.65,1882/10,31.15,1881,34.99,1880,32.9,31.4,32.6,34.5,[.|........*.|......],[###],-,-,-,-,-,-,-,-,[###.......],-,-,-,-,-,-,-,TYRain_1880-1889_01_pt3-111,-,-,-
ALDERLEY-EDGE-ASHFIELD,ALDERLEY-EDGE-ASHFIELD,LEFTOVER,England,Cheshire,"1 sheet : NGR is Ashfield, Now Alderely Edge Hotel. Stated altitude of 300 ft is 50 ft too low; OS figure used",SJ 844779,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.298&lon=-2.236&layers=6&b=1&marker=53.298,-2.236",-2.236,53.298,350,,4,0,0,1904/01,1904/04,1,100.0,33.3,1.49,1904/03,3.04,1904/02,,,,,,,,,[.|..........|*.....],[4],-,-,-,-,-,-,-,-,-,-,[....4.....],-,-,-,-,-,TYRain_1900-1909_18_pt1-245,-,-,-
ALDERLEY-EDGE-CHESHIRE,ALDERLEY-EDGE-CHESHIRE,LEFTOVER,England,Cheshire,"1 sheet : NGR is the centre of Alderley Edge. Cannot locate the observer J W Long, Altitude form OS map. NGR could be +/- 1km or more and altitude +/- 100 ft.",SJ 846781,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.3&lon=-2.233&layers=6&b=1&marker=53.3,-2.233",-2.233,53.300,350,,21,0,0,1852/10,1854/09,3,87.5,58.3,0.7,1853/02,4.5,1852/11,,,,,,,,,[.|.....*....|......],[3#8],-,-,-,-,-,[..3#8.....],-,-,-,-,-,-,-,-,-,-,TYRain_1850-1859_F_pt1-092,-,-,-
ALDERLEY-EDGE-ELM-GROVE,ALDERLEY-EDGE-ELM-GROVE,LEFTOVER,England,Cheshire,1 sheet : NGR is a road called Elm Grove that fits the relationship to the station and church. Stated altitude is 25 ft too high or the gauge is 250m N in an area called Elm Grove on the 1930s OS map.,SJ 845788,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.306&lon=-2.234&layers=10&b=1&marker=53.306,-2.234",-2.234,53.306,300,[2728/3],60,0,5,1933/01,1937/12,5,100.0,100.0,0.3,1934/02,5.57,1935/09,24.2,1933,34.49,1935,29.3,25.6,28.1,33.4,[.|..........|...*..],[#####],-,-,-,-,-,-,-,-,-,-,-,-,-,[..#####...],-,-,TYRain_1931-1940_16_pt1-150,-,-,-
ALDERLEY-EDGE-NR-MANCHESTER,ALDERLEY-EDGE-NR-MANCHESTER,LEFTOVER,England,Cheshire,1 sheet,-,,,,,,1,0,0,1870/06,1870/06,1,100.0,8.3,1.85,1870/06,1.85,1870/06,,,,,,,,,[.|.......*..|......],[1],-,-,-,-,-,-,-,[1.........],-,-,-,-,-,-,-,-,TYRain_1870-1879_07_pt3-005,-,-,-
ALDERMASTON-BEENHAM-HILL,ALDERMASTON-BEENHAM-HILL,LEFTOVER,England,Berkshire,"2 sheets : NGR is from the 1950s record and is in Beenham Hill. Stated altitude is 25 ft. too low or the NGR is up to 200m NE, E, SE, S or SW",SU 598688,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.415&lon=-1.141&layers=193&b=1&marker=51.415,-1.141",-1.141,51.415,250,[798/5],39,0,3,1948/10,1951/12,4,100.0,81.2,0.49,1949/06,6.82,1949/10,25.01,1949,35.01,1951,29.7,25.8,29.0,33.8,[.|..........|....**],[3###],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.......3##],[#.........],TYRain_1941-1950_06_pt1-053,TYRain_1951-1960_04_pt1-201,-,-
ALDERSHOT-GAS-WORKS,ALDERSHOT-GAS-WORKS,LEFTOVER,England,Hampshire,2 sheets,SU 880501,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.243&lon=-0.741&layers=193&b=1&marker=51.243,-0.741",-0.741,51.243,,[751/7],51,0,3,1947/07,1951/12,5,94.4,85.0,0.37,1947/08,8.79,1951/11,23.32,1949,32.53,1950,28.4,24.5,29.3,31.9,[.|..........|....**],[6###9],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[......6###],[9.........],TYRain_1941-1950_05_pt1-188,TYRain_1951-1960_04_pt1-123,-,-
ALEXANDRA-DOCKS-NEWPORT,ALEXANDRA-DOCKS-NEWPORT,LEFTOVER,Wales,Monmouthshire,1 sheet,-,,,,,,28,1,2,1920/08,1922/12,3,96.6,77.8,0.06,1921/02,6.29,1922/12,21.72,1921,33.46,1922,27.6,22.9,27.6,32.3,[.|..........|..*...],[5##],-,-,-,-,-,-,-,-,-,-,-,-,[5##........],-,-,-,TYRain_1920-1930_25_pt1-214,-,-,-
ALEXANDRIA-CALDARVAN,ALEXANDRIA-CALDARVAN,LEFTOVER,Scotland,Dunbartonshire,2 sheets : observer R.D. Mackenzie,NS 4338684924,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.032&lon=-4.515&layers=6&b=1&marker=56.032,-4.515",-4.515,56.032,260,,33,0,1,1878/01,1880/11,3,94.3,91.7,0.65,1879/04,10.0,1879/03,42.5,1878,42.5,1878,42.5,42.5,42.5,42.5,[.|.......**.|......],[###],-,-,-,-,-,-,-,[........##],[#.........],-,-,-,-,-,-,-,TYRain_1870-1879_11_pt3-036,TYRain_1880-1889_15_pt1-011,-,-
ALEXANDRIA-THE-RECTORY,ALEXANDRIA-THE-RECTORY,LEFTOVER,Scotland,Dunbartonshire,1 sheet : observer Rev.J. Eldon Ellison : MUNGOS RECTORY QUEEN STREET,NS 3892579706,"https://maps.nls.uk/geo/explore/#zoom=16&lat=55.983&lon=-4.583&layers=6&b=1&marker=55.983,-4.583",-4.583,55.983,58,,60,0,5,1911/01,1915/12,5,100.0,100.0,0.7,1914/06,9.67,1911/12,40.69,1915,54.25,1912,48.3,42.7,47.3,54.0,[.|..........|.*....],[#####],-,-,-,-,-,-,-,-,-,-,-,[.#####....],-,-,-,-,TYRain_1910-1919_26_pt1-205,-,-,-
ALFORD-VAGUE,ALFORD-VAGUE,LEFTOVER,England,Lincolnshire,2 sheets,TF 456756,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.257&lon=0.181&layers=6&b=1&marker=53.257,0.181",0.181,53.257,22,,19,0,1,1878/08,1880/02,3,100.0,52.8,0.35,1880/01,5.86,1878/11,31.7,1879,31.7,1879,31.7,31.7,31.7,31.7,[.|.......**.|......],[5#2],-,-,-,-,-,-,-,[........5#],[2.........],-,-,-,-,-,-,-,TYRain_1870-1879_06_pt3-056,TYRain_1880-1889_08_pt1-061,-,-
ALFORD-VICARAGE,ALFORD-VICARAGE,LEFTOVER,England,Lincolnshire,1 sheet : observer Rev C.W.Banon,TF 458765,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.265&lon=0.185&layers=6&b=1&marker=53.265,0.185",0.185,53.265,25,,16,0,1,1913/09,1914/12,2,100.0,66.7,0.69,1913/12,5.33,1914/12,22.41,1914,22.41,1914,22.4,22.4,22.4,22.4,[.|..........|.*....],[4#],-,-,-,-,-,-,-,-,-,-,-,[...4#.....],-,-,-,-,TYRain_1910-1919_16_pt1-089,-,-,-
ALFRICK,ALFRICK,LEFTOVER,England,Worcestershire,1 sheet : Berrow Worcester Journal no info,-,,,,,,1,0,0,1918/10,1918/10,1,100.0,8.3,1.19,1918/10,1.19,1918/10,,,,,,,,,[.|..........|.*....],[1],-,-,-,-,-,-,-,-,-,-,-,[........1.],-,-,-,-,TYRain_1910-1919_15_pt1-090,-,-,-
ALFRISTON-VICARAGE,ALFRISTON-VICARAGE,LEFTOVER,England,Sussex,1 sheet,TQ 519033,"https://maps.nls.uk/geo/explore/#zoom=16&lat=50.809&lon=0.155&layers=6&b=1&marker=50.809,0.155",0.155,50.809,,,17,0,0,1922/03,1923/08,2,94.4,70.8,0.86,1923/06,5.08,1923/02,,,,,,,,,[.|..........|..*...],[#7],-,-,-,-,-,-,-,-,-,-,-,-,[..#7.......],-,-,-,TYRain_1920-1930_04_pt1-184,-,-,-
ALLESTREE-VICARAGE,ALLESTREE-VICARAGE,LEFTOVER,England,Derbyshire,1 sheet,-,,,,,,12,0,1,1916/01,1916/12,1,100.0,100.0,0.45,1916/09,3.64,1916/02,25.13,1916,25.13,1916,25.1,25.1,25.1,25.1,[.|..........|.*....],[#],-,-,-,-,-,-,-,-,-,-,-,[......#...],-,-,-,-,TYRain_1910-1919_16_pt1-266,-,-,-
ALLHALLOWS-AND-STOKE-SCHOOL,ALLHALLOWS-AND-STOKE-SCHOOL,LEFTOVER,England,Kent,1 sheet,TQ 831762,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.455&lon=0.634&layers=10&b=1&marker=51.455,0.634",0.634,51.455,,[373/8],22,0,1,1933/07,1936/12,3,52.4,61.1,0.28,1933/12,3.93,1933/07,16.73,1934,16.73,1934,16.7,16.7,16.7,16.7,[.|..........|...*..],[6#.4],-,-,-,-,-,-,-,-,-,-,-,-,-,[..6#.4....],-,-,TYRain_1931-1940_03_pt1-289,-,-,-
ALLT-A-MHOIRNEAS,ALLT-A-MHOIRNEAS,LEFTOVER,Scotland,Perthshire,1 sheet : observer N of S Hydro Electric Board : Midas runs from 1958 to 2009/Midas station 15107,NN 6046138324,"https://maps.nls.uk/geo/explore/#zoom=16&lat=56.516&lon=-4.269&layers=193&b=1&marker=56.516,-4.269",-4.269,56.516,1500,[5556/5/6],34,0,2,1958/03,1960/12,3,100.0,94.4,1.79,1958/11,11.81,1959/12,62.88,1960,64.54,1959,63.7,63.0,63.7,64.4,[.|..........|.....*],[###],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.......###],TYRain_1951-1960_28_pt1-184,-,-,-
ALLT-NA-FEITHE-BAINE,ALLT-NA-FEITHE-BAINE,LEFTOVER,Scotland,Ross and Cromarty,1 sheet : observer N of S Hydro Electric Board : Midas runs from 1958 to 78/Midas station 14516,NH 0867558532,"https://maps.nls.uk/geo/explore/#zoom=16&lat=57.576&lon=-5.201&layers=193&b=1&marker=57.576,-5.201",-5.201,57.576,830,[5773/2],13,0,1,1959/12,1960/12,2,100.0,54.2,1.09,1960/03,9.24,1960/12,62.34,1960,62.34,1960,62.3,62.3,62.3,62.3,[.|..........|.....*],[1#],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[........1#],TYRain_1951-1960_29_pt1-029,-,-,-
ALMELEY-SCHOOL,ALMELEY-SCHOOL,LEFTOVER,England,Herefordshire,"1 sheet : 361' map St Marys 1/4mile W feb and Noc 1922, 1921",SO 3355751610,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.159&lon=-2.973&layers=6&b=1&marker=52.159,-2.973",-2.973,52.159,361,,14,0,1,1920/02,1921/12,2,60.9,58.3,0.21,1921/02,2.79,1921/08,18.84,1921,18.84,1921,18.8,18.8,18.8,18.8,[.|..........|..*...],[2#],-,-,-,-,-,-,-,-,-,-,-,-,[2#.........],-,-,-,TYRain_1920-1930_14_pt1-076,-,-,-
ALMELEY-THE-BUNGALOW,ALMELEY-THE-BUNGALOW,LEFTOVER,England,Herefordshire,"2 sheets : BG Ronalds, 396' 1913-14, 1919 same observer and elevation so assume this is The Bungalow too./BG Ronalds. 396' 1920-1922. Almeley church 1mW Kinesely rail 2mile S. Takes one to about Eccles Alley. Ronalds at the Bungalow Woonton, Ameley in 1921 census",SO 347519,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.162&lon=-2.956&layers=6&b=1&marker=52.162,-2.956",-2.956,52.162,396,,72,0,6,1913/01,1922/12,6,60.0,100.0,0.16,1921/02,6.36,1914/12,18.39,1921,35.45,1920,28.6,23.3,29.6,32.9,[.|..........|.**...],[##....####],-,-,-,-,-,-,-,-,-,-,-,[...##....#],[###........],-,-,-,TYRain_1910-1919_14_pt1-193,TYRain_1920-1930_14_pt1-077,-,-
ALNESS-AIRFIELD,ALNESS-AIRFIELD,LEFTOVER,Scotland,Ross and Cromarty,1 sheet : observer Meteorological Office,NH 6219166438,"https://maps.nls.uk/geo/explore/#zoom=16&lat=57.667&lon=-4.312&layers=10&b=1&marker=57.667,-4.312",-4.312,57.667,63,[5775/3/5],42,0,2,1943/04,1946/09,4,100.0,87.5,0.15,1945/11,4.38,1945/10,28.74,1944,28.84,1945,28.8,28.8,28.8,28.8,[.|..........|....*.],[9##9],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[..9##9....],-,TYRain_1941-1950_32_pt1-145,-,-,-
ALPHETON,ALPHETON,LEFTOVER,England,Suffolk,1 sheet,TL 882507,"https://maps.nls.uk/geo/explore/#zoom=16&lat=52.123&lon=0.748&layers=193&b=1&marker=52.123,0.748",0.748,52.123,,,36,0,3,1945/01,1947/12,3,100.0,100.0,0.1,1947/10,5.69,1946/07,20.24,1947,30.67,1946,24.5,20.7,22.6,29.1,[.|..........|....*.],[###],-,-,-,-,-,-,-,-,-,-,-,-,-,-,[....###...],-,TYRain_1941-1950_10_pt1-196,-,-,-
ALPHINGTON,ALPHINGTON,LEFTOVER,England,Devon,1 sheet : observer C W M Plenderleith : house 30ft N – ch 200 SW,-,,,,32,,26,0,1,1912/06,1914/07,3,100.0,72.2,0.45,1913/06,6.71,1913/01,33.62,1913,33.62,1913,33.6,33.6,33.6,33.6,[.|..........|.*....],[7#7],-,-,-,-,-,-,-,-,-,-,-,[..7#7.....],-,-,-,-,TYRain_1910-1919_12_pt1-008,-,-,-
ALRESFORD-PERINS-GRAMMAR-SCHOOL,ALRESFORD-PERINS-GRAMMAR-SCHOOL,LEFTOVER,England,Hampshire,2 sheets,SU 586326,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.09&lon=-1.165&layers=10&b=1&marker=51.09,-1.165",-1.165,51.090,,[725],60,0,5,1927/01,1931/12,5,100.0,100.0,0.09,1929/03,10.95,1929/11,29.63,1931,40.8,1927,34.8,30.7,34.7,39.1,[.|..........|..**..],[#####],-,-,-,-,-,-,-,-,-,-,-,-,[.......####],[#.........],-,-,TYRain_1920-1930_05_pt1-240,TYRain_1931-1940_05_pt1-200,-,-
ALRESFORD-WESTER-COURT,ALRESFORD-WESTER-COURT,LEFTOVER,England,Hampshire,1 sheet : observer May,-,,,,,,36,0,3,1872/01,1874/12,3,100.0,100.0,0.37,1874/05,6.69,1872/01,23.55,1873,43.74,1872,32.6,24.9,30.4,41.1,[.|.......*..|......],[###],-,-,-,-,-,-,-,[..###.....],-,-,-,-,-,-,-,-,TYRain_1870-1879_04_pt2-061,-,-,-
ALSTON-NORTH-LOAING-HOUSE,ALSTON-NORTH-LOAING-HOUSE,LEFTOVER,England,Cumberland,1 sheet : monthly gauge.,NY 718474,"https://maps.nls.uk/geo/explore/#zoom=16&lat=54.821&lon=-2.44&layers=193&b=1&marker=54.821,-2.44",-2.440,54.821,1065,[3659/1],9,0,0,1958/12,1959/08,2,100.0,37.5,0.62,1959/08,4.34,1959/06,,,,,,,,,[.|..........|.....*],[18],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[.......18.],TYRain_1951-1960_21_pt1-083,-,-,-
ALTARNON-PENLEAT,ALTARNON-PENLEAT,LEFTOVER,England,Cornwall,1 sheet,-,,,,,,16,0,0,1898/02,1899/09,2,80.0,66.7,1.44,1899/07,12.07,1898/10,,,,,,,,,[.|.........*|......],[79],-,-,-,-,-,-,-,-,-,[........79],-,-,-,-,-,-,TYRain_1890-1899_09_pt1-229,-,-,-
ALTHORPE-RECTORY,ALTHORPE-RECTORY,LEFTOVER,England,Lincolnshire,1 sheet : observer Rev Allan Ellison,SE 833096,"https://maps.nls.uk/geo/explore/#zoom=16&lat=53.576&lon=-0.743&layers=6&b=1&marker=53.576,-0.743",-0.743,53.576,6,,54,0,4,1914/07,1918/12,5,100.0,90.0,0.63,1915/06,5.87,1917/08,23.47,1917,27.57,1916,25.8,23.9,26.0,27.4,[.|..........|.*....],[6####],-,-,-,-,-,-,-,-,-,-,-,[....6####.],-,-,-,-,TYRain_1910-1919_16_pt1-129,-,-,-
ALTON-ANSTEY-LANE,ALTON-ANSTEY-LANE,LEFTOVER,England,Hampshire,1 sheet,-,,,,,[744/6/5],12,0,1,1936/01,1936/12,1,100.0,100.0,0.6,1936/05,7.65,1936/01,42.56,1936,42.56,1936,42.6,42.6,42.6,42.6,[.|..........|...*..],[#],-,-,-,-,-,-,-,-,-,-,-,-,-,[.....#....],-,-,TYRain_1931-1940_05_pt1-230,-,-,-
ALTON-BARNES,ALTON-BARNES,LEFTOVER,England,Wiltshire,2 sheets : observer Rev-Preston/Rev-Humphreys : Elev-questionable.,SU 106620,"https://maps.nls.uk/geo/explore/#zoom=16&lat=51.357&lon=-1.849&layers=6&b=1&marker=51.357,-1.849",-1.849,51.357,"334, 430",,65,0,5,1884/01,1895/05,6,47.4,90.3,0.04,1893/04,6.04,1894/11,22.14,1892,33.71,1894,28.2,23.5,27.4,33.0,[.|........**|......],[##......###5],-,-,-,-,-,-,-,-,[....##....],[..###5....],-,-,-,-,-,-,TYRain_1880-1889_05_pt2-051,TYRain_1890-1899_09_pt1-057,-,-
