GitHub Folder,Country,County,Has Concat?,Concat count,Sheet count,Start year,End year,GitHub Timestamp
BALA-ERYL-ARAN,Wales,Merionethshire,Y,1,6,1880,1940,2020-11-02 13:13:18 +0000
BALA-HENBLAS,Wales,Merionethshire,Y,1,4,1860,1919,2020-11-02 13:13:18 +0000
BALA-TEGID-STREET,Wales,Merionethshire,Y,1,3,1931,1960,2020-12-11 17:08:20 +0000
BALBRIGGAN,Ireland/Republic of Ireland,Dublin,N,0,14,1860,1940,2020-07-08 09:55:21 +0100
BALCOMBE-GABLES,England,Sussex,Y,2,8,1860,1940,2020-10-20 00:02:18 +0100
BALCOMBE-HIGHLEY-MANOR,England,Sussex,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
BALCOMBE-STOCKCROFT,England,Sussex,Y,1,5,1900,1950,2020-10-20 00:02:18 +0100
BALCOMBE-WATERWORKS,England,Sussex,Y,1,6,1900,1960,2020-10-20 00:02:18 +0100
BALDERSDALE-BALDERHEAD,England,Yorkshire North Riding,N,0,6,1900,1960,2020-07-21 13:39:51 +0100
BALDERSDALE-BLACKTON-RES,England,Yorkshire North Riding,N,0,6,1900,1960,2020-07-21 13:39:51 +0100
BALDERSDALE-HURY-RES,England,Yorkshire North Riding,N,0,11,1890,1960,2020-07-26 16:33:10 +0100
BALDOCK-MIX,England,Hertfordshire,Y,2,7,1890,1940,2020-11-06 21:54:10 +0000
BALFLUIG,Scotland,Aberdeenshire,Y,1,1,1840,1849,2020-11-10 17:41:42 +0000
BALFOUR,Scotland,Fife,N,0,3,1850,1879,2020-09-21 23:38:46 +0100
BALFOUR-CASTLE-ORKNEY,Scotland,Orkney,Y,1,11,1850,1960,2020-07-08 14:36:05 +0100
BALLACHULISH,Scotland,Argyll,N,0,2,1880,1899,2020-11-01 22:05:48 +0000
BALLANTRAE-GLENDRISHAIG,Scotland,Ayrshire,Y,1,3,1870,1899,2020-10-05 17:55:20 +0100
BALLATER-IRRIGATION-FARM,Scotland,Aberdeenshire,Y,2,7,1900,1960,2020-11-10 17:41:42 +0000
BALLINASLOE,Ireland/Republic of Ireland,Galway,Y,2,7,1860,1919,2020-07-08 14:36:05 +0100
BALLINDEAN,Scotland,Perthshire,N,0,1,1677,1886,2021-01-04 22:36:54 +0000
BALLINROBE-CRANMORE,Ireland/Republic of Ireland,Mayo,Y,1,6,1870,1930,2020-07-08 14:36:05 +0100
BALLINROBE-CREAGH,Ireland/Republic of Ireland,Mayo,Y,1,5,1870,1930,2020-07-08 14:36:05 +0100
BALLOCH-CASTLE,Scotland,Dunbartonshire,N,0,3,1860,1889,2020-09-23 16:36:36 +0100
BALLYBRACK-STREAMVILLE,Ireland/Republic of Ireland,Dublin,N,0,4,1870,1909,2020-08-20 17:01:34 +0100
BALLYMENA-HARRYVILLE,Ireland/Northern Ireland,Antrim,Y,1,9,1870,1960,2020-07-31 15:48:44 +0100
BALMORAL-CASTLE-GARDENS,Scotland,Aberdeenshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
BALNAKETTLE,Scotland,Kincardineshire,Y,1,2,1850,1869,2020-11-15 23:20:36 +0000
BALQUHIDDER-BLAIRCREACH,Scotland,Perthshire,Y,2,8,1890,1960,2020-10-03 18:14:30 +0100
BALQUHIDDER-STRONVAR,Scotland,Perthshire,Y,1,12,1850,1960,2020-07-08 14:36:05 +0100
BALRUDDERY,Scotland,Angus (Forfar),N,0,6,1900,1960,2020-09-03 21:40:44 +0100
BALTASOUND,Scotland,Shetland,Y,2,6,1900,1960,2020-07-08 14:36:05 +0100
BAMBURGH,England,Northumberland,Y,2,6,1870,1930,2020-10-12 23:15:37 +0100
BAMFORD-ENGINEERS-OFFICE,England,Derbyshire,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
BAMFORD-YORKSHIRE-BRIDGE-WEIR,England,Derbyshire,N,0,7,1900,1960,2020-07-15 20:09:52 +0100
BAMPTON-HUNTSHAM,England,Devon,Y,1,7,1850,1919,2020-07-08 14:36:05 +0100
BANAGHER,Ireland/Republic of Ireland,"[CHOICE] Galway, King's County / Offaly",Y,1,6,1870,1940,2020-07-08 14:36:05 +0100
BANBRIDGE-KATESBRIDGE,Ireland/Northern Ireland,Down,N,0,5,1870,1919,2020-07-31 00:39:46 +0100
BANBRIDGE-MILLTOWN,Ireland/Northern Ireland,Down,Y,3,11,1860,1940,2020-07-08 14:36:05 +0100
BANBURY-BEESLEY,England,Oxfordshire,Y,1,6,1840,1889,2020-11-17 01:16:19 +0000
BANBURY-BLOXHAM-GROVE,England,Oxfordshire,Y,1,5,1870,1919,2020-12-11 17:08:20 +0000
BANBURY-COTEFIELD-BODICOTE,England,Oxfordshire,Y,1,3,1870,1899,2020-12-11 17:08:20 +0000
BANBURY-JARVIS,England,Oxfordshire,Y,1,3,1850,1879,2020-12-11 17:08:20 +0000
BANBURY-SIBFORD,England,Oxfordshire,Y,3,11,1860,1960,2020-09-16 11:39:06 +0100
BANCHORY-INVERCANNIE-RES,Scotland,Kincardineshire,Y,2,13,1880,1960,2020-08-20 21:58:30 +0100
BANFF-MIX,Scotland,Banffshire,N,0,10,1880,1960,2020-08-10 16:43:06 +0100
BANGOR,Wales,Caernarfonshire,Y,1,5,1820,1869,2020-07-08 14:36:05 +0100
BANGOR-PENRHYN-CASTLE,Wales,Caernarfonshire,Y,2,8,1890,1960,2020-07-08 14:36:05 +0100
BANSTEAD-BURGH-HEATH-RES,England,Surrey-stayed-Surrey,Y,2,8,1890,1960,2020-07-16 22:55:21 +0100
BANSTEAD-MENTAL-HOSPITAL,England,Surrey-stayed-Surrey,Y,1,5,1910,1960,2020-12-13 23:08:23 +0000
BARCALDINE,Scotland,Argyll,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
BARDNEY-RAILWAY-STATION,England,Lincolnshire,Y,1,4,1890,1930,2020-12-14 13:23:39 +0000
BARDNEY-SUGAR-FACTORY,England,Lincolnshire,Y,1,3,1931,1960,2021-01-12 20:43:39 +0000
BARKBY-HALL,England,Leicestershire,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
BARNARD-CASTLE-BOWES-MUSEUM,England,Durham,Y,1,4,1920,1960,2020-12-14 13:23:39 +0000
BARNARD-CASTLE-COUNTY-SCHOOL,England,Durham,Y,1,8,1880,1960,2020-10-03 18:14:30 +0100
BARNETBY-RAILWAY-STATION,England,Lincolnshire,Y,1,8,1850,1930,2020-11-10 17:41:42 +0000
BARNFIELD-EXETER,England,Devon,N,0,2,1840,1859,2020-09-21 23:38:46 +0100
BARNINGHAM-THE-BEECHES,England,Suffolk,Y,1,10,1860,1960,2020-09-14 15:36:13 +0100
BARNSLEY,England,Yorkshire West Riding,Y,2,9,1860,1930,2020-07-08 14:36:05 +0100
BARNSLEY-BURNTWOOD-HALL,England,Yorkshire West Riding,Y,1,6,1900,1960,2020-12-14 13:23:39 +0000
BARNSLEY-CHURCH-STREET,England,Yorkshire West Riding,Y,1,5,1860,1909,2020-09-16 20:09:31 +0100
BARNSLEY-JORDAN-HILL,England,Yorkshire West Riding,Y,3,7,1900,1960,2020-12-16 13:13:01 +0000
BARNSNESS-LIGHTHOUSE,Scotland,East Lothian (Haddington),Y,1,4,1900,1940,2021-01-12 20:43:39 +0000
BARNSTAPLE-ARLINGTON-COURT,England,Devon,Y,2,10,1870,1940,2020-11-11 22:42:28 +0000
BARNSTAPLE-ATHENEUM,England,Devon,Y,1,11,1850,1960,2020-08-09 14:15:40 +0100
BARNSTAPLE-PILTON,England,Devon,N,0,5,1880,1940,2020-09-21 23:38:46 +0100
BARNT-GREEN-UPWOOD,England,Worcestershire,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
BARNWELL-LILFORD-HALL,England,Northamptonshire,Y,1,7,1890,1960,2020-11-02 13:13:18 +0000
BARRA-CASTLE-BAY,Scotland,Inverness,Y,2,7,1900,1960,2020-11-10 17:41:42 +0000
BARRA-EOLIGARRY,Scotland,Inverness,Y,1,3,1920,1950,2020-11-06 11:36:45 +0000
BARRAHEAD,Scotland,Inverness,Y,1,10,1830,1930,2020-11-10 17:41:42 +0000
BARRHILL-DOCHROYLE,Scotland,Ayrshire,Y,1,4,1880,1919,2020-10-05 17:55:20 +0100
BARROW-CAVENDISH-PARK,England,Lancashire,Y,1,2,1870,1889,2020-12-14 13:23:39 +0000
BARROW-GURNEY-RES,England,Somerset,Y,1,11,1850,1960,2020-07-08 14:36:05 +0100
BARROW-IN-FURNESS-GAS-WORKS,England,Lancashire,Y,1,10,1870,1960,2020-12-14 13:23:39 +0000
BARROW-IN-FURNESS-SEWAGE-WORKS,England,Lancashire,Y,1,5,1910,1960,2020-12-14 13:23:39 +0000
BARROW-UPON-SOAR-THE-MOUNT,England,Leicestershire,N,0,5,1890,1940,2020-09-07 16:31:53 +0100
BARROWBY-LLOYD,England,Yorkshire West Riding,Y,1,2,1677,1886,2020-12-14 13:23:39 +0000
BARROWFORD-RES,England,Lancashire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
BARRY-FORFARSHIRE,Scotland,Angus (Forfar),N,0,5,1850,1899,2020-09-21 23:38:46 +0100
BARRY-WW-DINAS-POWYS-RES,Wales,Glamorgan,N,0,5,1890,1940,2020-07-29 15:00:52 +0100
BARRY-WW-PENCOEDTRE,Wales,Glamorgan,N,0,4,1900,1940,2020-09-21 20:54:48 +0100
BASINGSTOKE-CHAPEL-HILL,England,Hampshire,N,0,5,1870,1909,2020-09-07 22:57:23 +0100
BASINGSTOKE-HODDINGTON-HOUSE,England,Hampshire,N,0,5,1900,1950,2020-09-06 16:32:17 +0100
BASINGSTOKE-SHERBORNE-ST-JOHN,England,Hampshire,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
BASINGSTOKE-UPTON-GREY-HO,England,Hampshire,N,0,5,1920,1960,2020-09-06 16:32:17 +0100
BASS-ROCK,Scotland,East Lothian (Haddington),Y,1,2,1900,1919,2021-01-12 20:43:39 +0000
BASSENTHWAITE-ARMATHWAITE-HALL,England,Cumberland,Y,1,5,1890,1950,2020-10-30 20:47:19 +0000
BASSENTHWAITE-HALL,England,Cumberland,Y,1,2,1840,1859,2020-10-19 12:11:50 +0100
BATH-AXFORD,England,Somerset,Y,1,2,1850,1869,2020-12-13 23:08:23 +0000
BATH-CHARLCOMBE,England,Somerset,Y,1,7,1890,1960,2020-10-03 18:14:30 +0100
BATH-CHARLES-ST,England,Somerset,Y,1,3,1840,1869,2020-12-13 23:08:23 +0000
BATH-HENRIETTA-PARK,England,Somerset,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
BATH-ISOLATION-HOSPITAL,England,Somerset,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
BATH-KINGSWOOD-SCHOOL,England,Somerset,N,0,5,1890,1960,2020-11-16 23:16:55 +0000
BATH-MONKSWOOD-RES,England,Gloucestershire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
BATH-ROYAL-INSTITUTION,England,Somerset,Y,1,7,1860,1930,2020-07-08 14:36:05 +0100
BATH-WESTON,England,Somerset,Y,1,3,1860,1889,2020-12-13 23:08:23 +0000
BATHEASTON,England,Somerset,N,0,7,1880,1919,2020-09-08 23:52:17 +0100
BATHEASTON-RES,England,Somerset,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
BATHGATE-NORTHBANK-FILTERS,Scotland,West Lothian (Linlithgow),Y,1,5,1910,1960,2021-01-12 20:43:39 +0000
BATLEY-STAINCLIFFE-RES,England,Yorkshire West Riding,Y,2,9,1880,1960,2020-12-14 13:23:39 +0000
BATTERSEA-PARK,England,Surrey-became-London,Y,2,7,1900,1960,2020-12-14 13:23:39 +0000
BATTERSEA-ST-JOHNS-COLLEGE,England,Surrey-became-London,Y,1,3,1850,1879,2020-12-13 23:08:23 +0000
BATTERSEA-WW,England,Surrey-became-London,Y,1,4,1890,1930,2020-12-14 13:23:39 +0000
BATTLE-WHATLINGTON,England,Sussex,Y,1,4,1880,1919,2020-10-13 14:23:27 +0100
BAVERSTOCK,England,Wiltshire,Y,1,5,1820,1869,2020-07-08 14:36:05 +0100
BAWTRY-HALL-THE-GDNS,England,Nottinghamshire,N,0,6,1880,1950,2020-09-07 16:31:53 +0100
BAYFORDBURY,England,Hertfordshire,Y,2,11,1850,1960,2020-10-12 23:15:37 +0100
BEACHY-HEAD,England,Sussex,Y,2,15,1860,1950,2020-07-08 14:36:05 +0100
BEAMINSTER-EAST-STREET,England,Dorset,N,0,7,1890,1960,2020-07-31 15:48:44 +0100
BEAMINSTER-VICARAGE,England,Dorset,N,0,5,1870,1919,2020-07-31 15:48:44 +0100
BEAULEY-BEAUFORT-CASTLE,Scotland,Inverness,Y,1,4,1860,1889,2020-12-14 23:11:18 +0000
BEAUMARIS-FRYARS,Wales,Anglesey,N,0,4,1900,1940,2020-09-08 23:52:17 +0100
BECCLES-RAVENINGHAM-HALL,England,Norfolk,Y,1,7,1890,1960,2020-07-15 20:09:52 +0100
BECKENHAM-CROYDON-ROAD,England,Kent-stayed-Kent,Y,1,6,1900,1960,2020-10-20 00:02:18 +0100
BECKENHAM-PARKSIDE,England,Kent-stayed-Kent,Y,3,5,1860,1879,2020-10-20 00:02:18 +0100
BECKINGTON-SOMERSET,England,Somerset,Y,1,1,1840,1849,2020-12-13 23:08:23 +0000
BEDALE-THORPE-PERROW,England,Yorkshire North Riding,Y,1,7,1860,1930,2020-09-15 11:12:58 +0100
BEDDGELERT-PRIMARY-SCHOOL,Wales,Caernarfonshire,N,0,5,1910,1960,2020-12-16 23:16:29 +0000
BEDDINGTON-CORNER-MILLGREEN-ROAD,England,Surrey-stayed-Surrey,Y,1,6,1900,1960,2020-12-13 23:08:23 +0000
BEDDINGTON-SEWAGE-FARM,England,Surrey-stayed-Surrey,Y,1,6,1900,1960,2020-12-13 23:08:23 +0000
BEDFORD-CASTLE-ROAD,England,Bedfordshire,Y,2,9,1870,1960,2020-07-08 14:36:05 +0100
BEDFORD-CLAPHAM-PARK,England,Bedfordshire,Y,1,2,1870,1889,2020-11-02 13:13:18 +0000
BEDFORD-MIX,England,Bedfordshire,Y,4,7,1820,1879,2020-07-15 11:08:31 +0100
BEDFORD-ST-PETERS,England,Bedfordshire,Y,1,3,1880,1909,2020-11-02 13:13:18 +0000
BEDFORD-THE-PARK,England,Bedfordshire,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
BEDWORTH-CEMETERY,England,Warwickshire,Y,1,4,1880,1919,2020-10-03 18:14:30 +0100
BEENHAM,England,Berkshire,Y,1,5,1890,1940,2020-10-03 18:14:30 +0100
BEINN-BHREAC,Scotland,Aberdeenshire,Y,2,6,1900,1960,2020-12-15 13:23:52 +0000
BEITH-FILTER-STATION,Scotland,Ayrshire,Y,2,5,1910,1960,2020-11-10 17:41:42 +0000
BELFAST-ANTRIM-ROAD,Ireland/Northern Ireland,Antrim,Y,1,5,1860,1909,2021-01-12 20:43:39 +0000
BELFAST-BARRACKS,Ireland/Northern Ireland,Antrim,Y,2,4,1860,1879,2021-01-12 20:43:39 +0000
BELFAST-CAVE-HILL-ROAD,Ireland/Northern Ireland,Antrim,Y,2,7,1870,1940,2021-01-12 20:43:39 +0000
BELFAST-LINEN-HALL,Ireland/Northern Ireland,Antrim,Y,1,12,1677,1930,2020-08-09 14:15:40 +0100
BELFAST-OLD-PARK,Ireland/Northern Ireland,Antrim,Y,2,10,1860,1960,2021-01-12 20:43:39 +0000
BELFAST-OUTFALL-WORKS,Ireland/Northern Ireland,Antrim,Y,2,7,1900,1960,2021-01-12 20:43:39 +0000
BELFAST-QUEENS-UNIVERSITY,Ireland/Northern Ireland,Antrim,Y,1,11,1850,1960,2020-07-09 15:27:47 +0100
BELFORD-MIDDLETON-HALL,England,Northumberland,Y,1,6,1860,1919,2020-07-08 14:36:05 +0100
BELFORD-NEWLANDS,England,Northumberland,Y,1,4,1920,1960,2021-01-12 20:43:39 +0000
BELLARENA,Ireland/Northern Ireland,Londonderry,Y,1,11,1860,1960,2020-07-08 14:36:05 +0100
BELLEEK-HERONSHAW,Ireland/Northern Ireland,Fermanagh,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
BELLINGHAM-HESLEYSIDE,England,Northumberland,Y,1,3,1860,1889,2021-01-12 20:43:39 +0000
BELLINGHAM-HIGHGREEN,England,Northumberland,Y,1,6,1900,1960,2020-10-20 00:02:18 +0100
BELPER-FERNSLOPE,England,Derbyshire,N,0,5,1870,1930,2020-10-29 09:23:05 +0000
BELPER-HERBERT-STRUTT-SCHOOL,England,Derbyshire,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
BELTURBET-CLOVERHILL,Ireland/Republic of Ireland,Cavan,N,0,5,1890,1940,2020-07-22 14:47:49 +0100
BELTURBET-RED-HILLS,Ireland/Republic of Ireland,Cavan,N,0,4,1870,1909,2020-08-17 23:08:27 +0100
BELVOIR-CASTLE,England,Leicestershire,Y,2,11,1850,1940,2020-07-08 14:36:05 +0100
BEN-LEDI,Scotland,Perthshire,Y,2,13,1850,1960,2020-07-08 14:36:05 +0100
BEN-LOMOND-DUCHRAY-VALLEY,Scotland,Stirlingshire,Y,2,11,1850,1960,2020-07-08 14:36:05 +0100
BEN-NEVIS,Scotland,Inverness,Y,8,10,1880,1909,2021-01-12 20:43:39 +0000
BEN-VENUE-GLASAHOILE,Scotland,Perthshire,Y,1,5,1910,1960,2020-12-15 13:23:52 +0000
BENENDEN-SANATORIUM,England,Kent-stayed-Kent,Y,3,10,1870,1950,2020-10-20 00:02:18 +0100
BENMORE,Scotland,Argyll,Y,2,9,1880,1960,2020-07-08 14:36:05 +0100
BENNINGTON-HOUSE,England,Hertfordshire,Y,1,4,1880,1919,2020-11-06 21:54:10 +0000
BENSON-OBSERVATORY,England,Oxfordshire,Y,2,4,1910,1930,2020-12-13 23:08:23 +0000
BERE-REGIS-BARROW-HILL,England,Dorset,Y,1,8,1880,1960,2020-07-09 21:03:41 +0100
BERE-REGIS-BLOXWORTH-RECTORY,England,Dorset,N,0,4,1880,1919,2020-09-07 16:31:53 +0100
BERKELEY-GLOUCESTER,England,Gloucestershire,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
BERKELEY-SHARPNESS-DOCKS,England,Gloucestershire,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
BERKHAMPSTEAD,England,Hertfordshire,Y,1,5,1840,1889,2020-10-12 23:15:37 +0100
BERKHAMPSTEAD-ROSEBANK,England,Hertfordshire,Y,2,8,1880,1919,2020-11-06 21:54:10 +0000
BERKHAMPSTEAD-ROSSWAY,England,Hertfordshire,Y,1,4,1920,1960,2020-11-06 21:54:10 +0000
BERMONDSEY-SOUTHWARK-PARK,England,Surrey-became-London,Y,2,7,1900,1960,2020-09-14 15:36:13 +0100
BERRIEDALE-LANGWELL,Scotland,Caithness,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
BERRIEW-BRITHDIR-HALL,Wales,Montgomeryshire,Y,1,5,1910,1960,2020-11-06 11:36:45 +0000
BERRIEW-GLYNCOGEN,Wales,Montgomeryshire,N,0,2,1931,1950,2020-12-16 23:16:29 +0000
BERWICK-ON-TWEED-RAMPARTS,England,Northumberland,Y,1,4,1920,1960,2020-10-20 00:02:18 +0100
BERWICK-PAXTON-HOUSE,Scotland,Berwickshire,Y,1,2,1870,1889,2020-12-11 17:08:20 +0000
BESSBROOK-THE-WOODHOUSE,Ireland/Northern Ireland,Armagh,N,0,5,1910,1960,2020-08-20 17:01:34 +0100
BETHESDA-ST-ANNES-VICARAGE,Wales,Caernarfonshire,N,0,4,1900,1940,2020-11-17 01:16:19 +0000
BETHNAL-GREEN-VICTORIA-PARK,England,Middlesex-became-London,Y,2,7,1900,1960,2020-11-06 11:36:45 +0000
BETTYHILL,Scotland,Sutherland,Y,1,3,1890,1919,2020-10-19 12:11:50 +0100
BEVERLEY-ALEXANDRA-TERRACE,England,Yorkshire East Riding,Y,1,4,1860,1899,2020-10-30 20:47:19 +0000
BEVERLEY-BROADGATE,England,Yorkshire East Riding,Y,1,7,1890,1960,2020-10-09 13:33:15 +0100
BEVERLEY-HULL-BRIDGE,England,Yorkshire East Riding,Y,1,8,1880,1960,2020-10-09 13:33:15 +0100
BEVERLEY-NEW-WALK,England,Yorkshire East Riding,Y,1,5,1890,1940,2020-10-09 13:33:15 +0100
BEWDLEY-MAWLEY-HALL,England,Shropshire,Y,1,3,1820,1869,2020-10-06 11:38:31 +0100
BEWDLEY-WINTERDYNE,England,Worcestershire,Y,3,12,1880,1960,2020-10-19 12:11:50 +0100
BEXHILL-THE-GRANGE,England,Sussex,Y,1,4,1870,1909,2020-09-14 15:36:13 +0100
BICESTER-MIDDLETON-PARK,England,Oxfordshire,Y,2,11,1870,1960,2020-07-08 14:36:05 +0100
BICESTER-OXON,England,Oxfordshire,Y,1,2,1850,1869,2020-12-13 23:08:23 +0000
BICKLEIGH-ROBOROUGH-RES,England,Devon,N,0,7,1890,1960,2020-06-30 23:28:38 +0100
BICKNOLLER-WEACOMBE-HOUSE,England,Somerset,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
BIDDULPH-GRANGE,England,Staffordshire,Y,1,5,1910,1960,2020-11-16 23:16:55 +0000
BIDEFORD-GAMMATON-WW,England,Devon,Y,2,9,1880,1960,2020-07-08 14:36:05 +0100
BIDEFORD-HEALE-HOUSE,England,Devon,N,0,3,1870,1899,2020-09-21 20:54:48 +0100
BIDEFORD-HORWOOD,England,Devon,N,0,6,1870,1930,2020-07-10 17:04:12 +0100
BIDEFORD-NORTHAM-VIC,England,Devon,Y,1,6,1860,1919,2020-07-08 14:36:05 +0100
BIDEFORD-ORLEIGH-COURT,England,Devon,Y,1,7,1870,1940,2020-07-08 14:36:05 +0100
BIDFORD-MOOR-HALL,England,Warwickshire,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
BIDSTON-OBSERVATORY,England,Cheshire,Y,2,13,1860,1960,2020-11-06 21:54:10 +0000
BIGGAR-CAMBUS-WALLACE,Scotland,Lanarkshire,N,0,6,1870,1930,2020-06-30 23:28:38 +0100
BIGGLESWADE,England,Bedfordshire,Y,2,4,1860,1899,2020-12-09 18:10:58 +0000
BIGGLESWADE-OLD-WARDEN,England,Bedfordshire,Y,1,5,1870,1919,2020-12-09 18:10:58 +0000
BIGGLESWADE-WW,England,Bedfordshire,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
BILLERICAY-RAMSDEN-HALL,England,Essex,Y,1,5,1900,1950,2020-12-19 23:17:15 +0000
BILLERICAY-SERVICE-TANK,England,Essex,Y,1,6,1900,1960,2020-07-27 16:01:44 +0100
BILLINGBOROUGH,England,Lincolnshire,Y,1,3,1931,1960,2020-12-14 13:23:39 +0000
BILSTON-THE-LUNT-OUTFALL,England,Staffordshire,Y,1,6,1900,1960,2020-11-16 23:16:55 +0000
BINEGAR-GURNEYSLADE,England,Somerset,N,0,6,1900,1960,2020-07-21 18:34:35 +0100
BINGFIELD-HOUSE-NORTHUMBERLAND,England,Northumberland,Y,1,4,1860,1899,2020-07-08 14:36:05 +0100
BINGLEY-GILSTEAD-FILTERS,England,Yorkshire West Riding,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
BINGLEY-SUNNYDALE,England,Yorkshire West Riding,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
BIRCHINGTON-FERNLEIGH,England,Kent-stayed-Kent,Y,1,4,1880,1919,2020-10-20 00:02:18 +0100
BIRDSALL-GDNS,England,Yorkshire East Riding,Y,1,6,1900,1960,2020-10-19 12:11:50 +0100
BIRMINGHAM-BLOOMSBURY-ST,England,Warwickshire,Y,1,3,1860,1889,2020-10-03 18:14:30 +0100
BIRMINGHAM-BOTANIC-GARDENS,England,Warwickshire,Y,1,5,1860,1909,2020-07-15 20:09:52 +0100
BIRMINGHAM-CALTHORPE,England,Warwickshire,Y,1,3,1850,1879,2020-09-14 15:36:13 +0100
BIRMINGHAM-CAMP-HILL,England,Warwickshire,Y,1,2,1850,1869,2020-10-15 21:39:29 +0100
BIRMINGHAM-EDGBASTON,England,Warwickshire,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
BIRMINGHAM-ERDINGTON,England,Warwickshire,Y,2,6,1910,1960,2020-12-14 13:23:39 +0000
BIRMINGHAM-SHELDON-RECTORY,England,Warwickshire,Y,1,4,1880,1919,2020-09-14 15:36:13 +0100
BIRMINGHAM-SPARKHILL,England,Warwickshire,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
BIRMINGHAM-THE-CRESCENT,England,Warwickshire,Y,2,8,1880,1930,2020-09-14 15:36:13 +0100
BIRMINGHAM-WELLINGTON-ROAD,England,Warwickshire,Y,1,2,1850,1869,2020-10-22 00:21:29 +0100
BIRMINGHAM-WW-ABERGWNGU,Wales,Cardiganshire,Y,1,7,1890,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-ABERHENLLAN,Wales,Radnorshire,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-BOD-TALOG,Wales,Montgomeryshire,Y,1,3,1931,1960,2020-11-06 11:36:45 +0000
BIRMINGHAM-WW-BWLCHYRHENDRE,Wales,Cardiganshire,Y,1,7,1890,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-CALETTWR,Wales,Radnorshire,Y,1,6,1900,1960,2020-10-12 23:15:37 +0100
BIRMINGHAM-WW-CERIGLLWYDION,Wales,Radnorshire,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-CLAERDDU,Wales,Cardiganshire,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-CLAERWEN,Wales,Radnorshire,Y,1,7,1890,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-CORS-YR-HWCH,Wales,Brecknockshire,N,0,5,1910,1960,2020-10-08 13:01:46 +0100
BIRMINGHAM-WW-DWFNANT,Wales,Radnorshire,N,0,5,1910,1960,2020-10-08 13:01:46 +0100
BIRMINGHAM-WW-ELAN-VILLAGE,Wales,Brecknockshire,N,0,6,1910,1960,2020-10-08 13:01:46 +0100
BIRMINGHAM-WW-ESGAIR-CEILIOG,Wales,Brecknockshire,N,0,5,1910,1960,2020-10-06 11:38:31 +0100
BIRMINGHAM-WW-ESGAIR-GADER,Wales,Radnorshire,Y,2,8,1900,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-ESGAIR-GARTHEN,Wales,Brecknockshire,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-FIGIN,Wales,Radnorshire,Y,2,8,1900,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-GLAN-FEDWEN,Wales,Montgomeryshire,Y,1,3,1931,1960,2020-11-06 11:36:45 +0000
BIRMINGHAM-WW-GWNGU,Wales,Cardiganshire,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-LLYN-CARW,Wales,Brecknockshire,Y,1,5,1910,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-LLYN-GYNON,Wales,Cardiganshire,N,0,5,1910,1960,2020-11-06 11:36:45 +0000
BIRMINGHAM-WW-NANT-Y-CAR,Wales,Brecknockshire,N,0,7,1890,1960,2020-10-06 11:38:31 +0100
BIRMINGHAM-WW-PEN-Y-GAREG,Wales,Radnorshire,Y,4,13,1890,1960,2021-01-12 20:43:39 +0000
BIRMINGHAM-WW-TYNANT,Wales,Radnorshire,Y,1,6,1900,1960,2020-08-09 14:15:40 +0100
BIRMINGHAM-WW-TYRMYNYDD,Wales,Radnorshire,Y,1,6,1890,1960,2020-10-06 11:38:31 +0100
BIRR-CASTLE,Ireland/Republic of Ireland,King's County / Offaly,Y,3,13,1860,1940,2020-07-08 14:36:05 +0100
